Date,ECB Nominal effective exch. rate of the US dollar against Narrow EER group of trading partners (fixed composition): EER-12,obs. status
1999-03-08,102.2053,Normal value (A)
1999-03-07,-,Missing value; data cannot exist (M)
1999-03-06,-,Missing value; data cannot exist (M)
1999-03-05,102.7973,Normal value (A)
1999-03-04,102.8552,Normal value (A)
1999-03-03,102.2391,Normal value (A)
1999-03-02,102.2408,Normal value (A)
1999-03-01,101.4376,Normal value (A)
1999-02-28,-,Missing value; data cannot exist (M)
1999-02-27,-,Missing value; data cannot exist (M)
1999-02-26,101.4278,Normal value (A)
1999-02-25,101.3701,Normal value (A)
1999-02-24,101.4628,Normal value (A)
1999-02-23,101.4881,Normal value (A)
1999-02-22,101.3079,Normal value (A)
1999-02-21,-,Missing value; data cannot exist (M)
1999-02-20,-,Missing value; data cannot exist (M)
1999-02-19,100.3861,Normal value (A)
1999-02-18,100.0471,Normal value (A)
1999-02-17,99.8810,Normal value (A)
1999-02-16,100.0724,Normal value (A)
1999-02-15,99.2041,Normal value (A)
1999-02-14,-,Missing value; data cannot exist (M)
1999-02-13,-,Missing value; data cannot exist (M)
1999-02-12,99.1246,Normal value (A)
1999-02-11,98.8566,Normal value (A)
1999-02-10,98.9580,Normal value (A)
1999-02-09,98.8363,Normal value (A)
1999-02-08,98.8314,Normal value (A)
1999-02-07,-,Missing value; data cannot exist (M)
1999-02-06,-,Missing value; data cannot exist (M)
1999-02-05,98.5307,Normal value (A)
1999-02-04,98.9919,Normal value (A)
1999-02-03,98.6048,Normal value (A)
1999-02-02,98.5891,Normal value (A)
1999-02-01,99.1830,Normal value (A)
1999-01-31,-,Missing value; data cannot exist (M)
1999-01-30,-,Missing value; data cannot exist (M)
1999-01-29,99.2227,Normal value (A)
1999-01-28,99.2347,Normal value (A)
1999-01-27,98.5207,Normal value (A)
1999-01-26,98.2265,Normal value (A)
1999-01-25,98.2979,Normal value (A)
1999-01-24,-,Missing value; data cannot exist (M)
1999-01-23,-,Missing value; data cannot exist (M)
1999-01-22,98.2899,Normal value (A)
1999-01-21,97.9999,Normal value (A)
1999-01-20,98.2374,Normal value (A)
1999-01-19,98.2077,Normal value (A)
1999-01-18,98.3883,Normal value (A)
1999-01-17,-,Missing value; data cannot exist (M)
1999-01-16,-,Missing value; data cannot exist (M)
1999-01-15,98.2795,Normal value (A)
1999-01-14,98.1410,Normal value (A)
1999-01-13,97.8617,Normal value (A)
1999-01-12,98.2101,Normal value (A)
1999-01-11,97.3952,Normal value (A)
1999-01-10,-,Missing value; data cannot exist (M)
1999-01-09,-,Missing value; data cannot exist (M)
1999-01-08,97.6205,Normal value (A)
1999-01-07,97.5336,Normal value (A)
1999-01-06,97.2639,Normal value (A)
1999-01-05,97.2643,Normal value (A)
1999-01-04,97.8199,Normal value (A)
1999-01-03,-,Missing value; data cannot exist (M)
1999-01-02,-,Missing value; data cannot exist (M)
1999-01-01,-,Missing value; data cannot exist (M)
1998-12-31,98.7060,Normal value (A)
1998-12-30,98.6041,Normal value (A)
1998-12-29,98.7505,Normal value (A)
1998-12-28,99.1204,Normal value (A)
1998-12-27,-,Missing value; data cannot exist (M)
1998-12-26,-,Missing value; data cannot exist (M)
1998-12-25,-,Missing value; data cannot exist (M)
1998-12-24,98.9991,Normal value (A)
1998-12-23,98.9014,Normal value (A)
1998-12-22,98.9469,Normal value (A)
1998-12-21,98.5061,Normal value (A)
1998-12-20,-,Missing value; data cannot exist (M)
1998-12-19,-,Missing value; data cannot exist (M)
1998-12-18,98.2691,Normal value (A)
1998-12-17,98.5091,Normal value (A)
1998-12-16,98.5371,Normal value (A)
1998-12-15,98.4632,Normal value (A)
1998-12-14,98.2151,Normal value (A)
1998-12-13,-,Missing value; data cannot exist (M)
1998-12-12,-,Missing value; data cannot exist (M)
1998-12-11,98.7121,Normal value (A)
1998-12-10,98.7427,Normal value (A)
1998-12-09,99.0660,Normal value (A)
1998-12-08,99.3699,Normal value (A)
1998-12-07,99.3870,Normal value (A)
1998-12-06,-,Missing value; data cannot exist (M)
1998-12-05,-,Missing value; data cannot exist (M)
1998-12-04,99.1008,Normal value (A)
1998-12-03,99.2794,Normal value (A)
1998-12-02,99.6986,Normal value (A)
1998-12-01,99.7450,Normal value (A)
1998-11-30,100.3977,Normal value (A)
1998-11-29,-,Missing value; data cannot exist (M)
1998-11-28,-,Missing value; data cannot exist (M)
1998-11-27,100.2860,Normal value (A)
1998-11-26,100.1688,Normal value (A)
1998-11-25,100.2380,Normal value (A)
1998-11-24,100.3692,Normal value (A)
1998-11-23,100.3651,Normal value (A)
1998-11-22,-,Missing value; data cannot exist (M)
1998-11-21,-,Missing value; data cannot exist (M)
1998-11-20,99.8718,Normal value (A)
1998-11-19,99.5095,Normal value (A)
1998-11-18,99.6442,Normal value (A)
1998-11-17,99.6455,Normal value (A)
1998-11-16,99.8364,Normal value (A)
1998-11-15,-,Missing value; data cannot exist (M)
1998-11-14,-,Missing value; data cannot exist (M)
1998-11-13,100.2897,Normal value (A)
1998-11-12,100.6344,Normal value (A)
1998-11-11,100.2974,Normal value (A)
1998-11-10,100.2418,Normal value (A)
1998-11-09,99.5820,Normal value (A)
1998-11-08,-,Missing value; data cannot exist (M)
1998-11-07,-,Missing value; data cannot exist (M)
1998-11-06,98.8568,Normal value (A)
1998-11-05,98.8339,Normal value (A)
1998-11-04,98.9264,Normal value (A)
1998-11-03,98.5790,Normal value (A)
1998-11-02,98.5810,Normal value (A)
1998-11-01,-,Missing value; data cannot exist (M)
1998-10-31,-,Missing value; data cannot exist (M)
1998-10-30,98.7781,Normal value (A)
1998-10-29,98.6780,Normal value (A)
1998-10-28,98.8749,Normal value (A)
1998-10-27,99.3696,Normal value (A)
1998-10-26,99.0994,Normal value (A)
1998-10-25,-,Missing value; data cannot exist (M)
1998-10-24,-,Missing value; data cannot exist (M)
1998-10-23,98.8544,Normal value (A)
1998-10-22,99.1414,Normal value (A)
1998-10-21,98.3005,Normal value (A)
1998-10-20,98.4337,Normal value (A)
1998-10-19,97.7178,Normal value (A)
1998-10-18,-,Missing value; data cannot exist (M)
1998-10-17,-,Missing value; data cannot exist (M)
1998-10-16,97.5425,Normal value (A)
1998-10-15,98.6281,Normal value (A)
1998-10-14,99.0512,Normal value (A)
1998-10-13,99.2581,Normal value (A)
1998-10-12,99.1753,Normal value (A)
1998-10-11,-,Missing value; data cannot exist (M)
1998-10-10,-,Missing value; data cannot exist (M)
1998-10-09,98.8388,Normal value (A)
1998-10-08,97.9812,Normal value (A)
1998-10-07,98.9337,Normal value (A)
1998-10-06,101.3995,Normal value (A)
1998-10-05,101.3989,Normal value (A)
1998-10-04,-,Missing value; data cannot exist (M)
1998-10-03,-,Missing value; data cannot exist (M)
1998-10-02,101.2449,Normal value (A)
1998-10-01,101.3108,Normal value (A)
1998-09-30,101.8154,Normal value (A)
1998-09-29,101.2221,Normal value (A)
1998-09-28,101.8561,Normal value (A)
1998-09-27,-,Missing value; data cannot exist (M)
1998-09-26,-,Missing value; data cannot exist (M)
1998-09-25,101.0813,Normal value (A)
1998-09-24,101.9514,Normal value (A)
1998-09-23,102.6271,Normal value (A)
1998-09-22,102.4987,Normal value (A)
1998-09-21,101.7049,Normal value (A)
1998-09-20,-,Missing value; data cannot exist (M)
1998-09-19,-,Missing value; data cannot exist (M)
1998-09-18,101.9418,Normal value (A)
1998-09-17,101.3506,Normal value (A)
1998-09-16,102.0420,Normal value (A)
1998-09-15,101.4729,Normal value (A)
1998-09-14,102.0003,Normal value (A)
1998-09-13,-,Missing value; data cannot exist (M)
1998-09-12,-,Missing value; data cannot exist (M)
1998-09-11,101.3032,Normal value (A)
1998-09-10,102.2380,Normal value (A)
1998-09-09,103.4956,Normal value (A)
1998-09-08,102.4717,Normal value (A)
1998-09-07,101.8171,Normal value (A)
1998-09-06,-,Missing value; data cannot exist (M)
1998-09-05,-,Missing value; data cannot exist (M)
1998-09-04,103.2144,Normal value (A)
1998-09-03,102.8470,Normal value (A)
1998-09-02,104.0302,Normal value (A)
1998-09-01,103.5611,Normal value (A)
1998-08-31,104.9649,Normal value (A)
1998-08-30,-,Missing value; data cannot exist (M)
1998-08-29,-,Missing value; data cannot exist (M)
1998-08-28,105.9033,Normal value (A)
1998-08-27,106.0492,Normal value (A)
1998-08-26,105.9239,Normal value (A)
1998-08-25,105.6112,Normal value (A)
1998-08-24,105.3834,Normal value (A)
1998-08-23,-,Missing value; data cannot exist (M)
1998-08-22,-,Missing value; data cannot exist (M)
1998-08-21,105.4121,Normal value (A)
1998-08-20,104.8361,Normal value (A)
1998-08-19,105.4250,Normal value (A)
1998-08-18,105.6289,Normal value (A)
1998-08-17,105.6706,Normal value (A)
1998-08-16,-,Missing value; data cannot exist (M)
1998-08-15,-,Missing value; data cannot exist (M)
1998-08-14,105.0778,Normal value (A)
1998-08-13,105.2126,Normal value (A)
1998-08-12,104.8567,Normal value (A)
1998-08-11,105.4197,Normal value (A)
1998-08-10,105.2414,Normal value (A)
1998-08-09,-,Missing value; data cannot exist (M)
1998-08-08,-,Missing value; data cannot exist (M)
1998-08-07,104.9616,Normal value (A)
1998-08-06,104.7116,Normal value (A)
1998-08-05,104.2673,Normal value (A)
1998-08-04,104.5679,Normal value (A)
1998-08-03,104.7406,Normal value (A)
1998-08-02,-,Missing value; data cannot exist (M)
1998-08-01,-,Missing value; data cannot exist (M)
1998-07-31,104.1838,Normal value (A)
1998-07-30,103.5612,Normal value (A)
1998-07-29,103.6906,Normal value (A)
1998-07-28,104.0700,Normal value (A)
1998-07-27,103.6665,Normal value (A)
1998-07-26,-,Missing value; data cannot exist (M)
1998-07-25,-,Missing value; data cannot exist (M)
1998-07-24,103.6251,Normal value (A)
1998-07-23,104.1221,Normal value (A)
1998-07-22,103.9293,Normal value (A)
1998-07-21,103.6906,Normal value (A)
1998-07-20,103.4544,Normal value (A)
1998-07-19,-,Missing value; data cannot exist (M)
1998-07-18,-,Missing value; data cannot exist (M)
1998-07-17,103.6810,Normal value (A)
1998-07-16,103.5918,Normal value (A)
1998-07-15,103.9422,Normal value (A)
1998-07-14,104.0414,Normal value (A)
1998-07-13,104.5205,Normal value (A)
1998-07-12,-,Missing value; data cannot exist (M)
1998-07-11,-,Missing value; data cannot exist (M)
1998-07-10,104.4083,Normal value (A)
1998-07-09,104.4412,Normal value (A)
1998-07-08,104.2150,Normal value (A)
1998-07-07,104.0085,Normal value (A)
1998-07-06,104.1411,Normal value (A)
1998-07-05,-,Missing value; data cannot exist (M)
1998-07-04,-,Missing value; data cannot exist (M)
1998-07-03,103.9718,Normal value (A)
1998-07-02,104.2474,Normal value (A)
1998-07-01,103.8265,Normal value (A)
1998-06-30,103.7298,Normal value (A)
1998-06-29,104.3295,Normal value (A)
1998-06-28,-,Missing value; data cannot exist (M)
1998-06-27,-,Missing value; data cannot exist (M)
1998-06-26,103.9872,Normal value (A)
1998-06-25,103.9477,Normal value (A)
1998-06-24,103.8687,Normal value (A)
1998-06-23,103.4988,Normal value (A)
1998-06-22,103.6997,Normal value (A)
1998-06-21,-,Missing value; data cannot exist (M)
1998-06-20,-,Missing value; data cannot exist (M)
1998-06-19,102.9470,Normal value (A)
1998-06-18,103.0534,Normal value (A)
1998-06-17,103.4412,Normal value (A)
1998-06-16,104.8254,Normal value (A)
1998-06-15,105.4159,Normal value (A)
1998-06-14,-,Missing value; data cannot exist (M)
1998-06-13,-,Missing value; data cannot exist (M)
1998-06-12,104.9107,Normal value (A)
1998-06-11,104.2362,Normal value (A)
1998-06-10,103.8130,Normal value (A)
1998-06-09,103.5180,Normal value (A)
1998-06-08,103.6078,Normal value (A)
1998-06-07,-,Missing value; data cannot exist (M)
1998-06-06,-,Missing value; data cannot exist (M)
1998-06-05,103.3059,Normal value (A)
1998-06-04,103.0875,Normal value (A)
1998-06-03,103.0009,Normal value (A)
1998-06-02,103.3800,Normal value (A)
1998-06-01,-,Missing value; data cannot exist (M)
1998-05-31,-,Missing value; data cannot exist (M)
1998-05-30,-,Missing value; data cannot exist (M)
1998-05-29,103.3534,Normal value (A)
1998-05-28,103.4658,Normal value (A)
1998-05-27,102.7349,Normal value (A)
1998-05-26,102.9277,Normal value (A)
1998-05-25,102.6492,Normal value (A)
1998-05-24,-,Missing value; data cannot exist (M)
1998-05-23,-,Missing value; data cannot exist (M)
1998-05-22,102.4520,Normal value (A)
1998-05-21,-,Missing value; data cannot exist (M)
1998-05-20,102.8925,Normal value (A)
1998-05-19,102.9771,Normal value (A)
1998-05-18,103.1809,Normal value (A)
1998-05-17,-,Missing value; data cannot exist (M)
1998-05-16,-,Missing value; data cannot exist (M)
1998-05-15,102.7075,Normal value (A)
1998-05-14,102.6082,Normal value (A)
1998-05-13,102.4524,Normal value (A)
1998-05-12,102.0451,Normal value (A)
1998-05-11,101.8799,Normal value (A)
1998-05-10,-,Missing value; data cannot exist (M)
1998-05-09,-,Missing value; data cannot exist (M)
1998-05-08,101.8908,Normal value (A)
1998-05-07,101.7803,Normal value (A)
1998-05-06,101.7686,Normal value (A)
1998-05-05,101.5332,Normal value (A)
1998-05-04,101.8273,Normal value (A)
1998-05-03,-,Missing value; data cannot exist (M)
1998-05-02,-,Missing value; data cannot exist (M)
1998-05-01,-,Missing value; data cannot exist (M)
1998-04-30,101.8368,Normal value (A)
1998-04-29,102.0012,Normal value (A)
1998-04-28,101.8663,Normal value (A)
1998-04-27,101.9982,Normal value (A)
1998-04-26,-,Missing value; data cannot exist (M)
1998-04-25,-,Missing value; data cannot exist (M)
1998-04-24,101.6339,Normal value (A)
1998-04-23,101.5481,Normal value (A)
1998-04-22,101.6501,Normal value (A)
1998-04-21,101.7005,Normal value (A)
1998-04-20,102.1707,Normal value (A)
1998-04-19,-,Missing value; data cannot exist (M)
1998-04-18,-,Missing value; data cannot exist (M)
1998-04-17,101.9201,Normal value (A)
1998-04-16,102.2132,Normal value (A)
1998-04-15,101.7886,Normal value (A)
1998-04-14,102.1338,Normal value (A)
1998-04-13,-,Missing value; data cannot exist (M)
1998-04-12,-,Missing value; data cannot exist (M)
1998-04-11,-,Missing value; data cannot exist (M)
1998-04-10,-,Missing value; data cannot exist (M)
1998-04-09,102.4750,Normal value (A)
1998-04-08,102.7789,Normal value (A)
1998-04-07,102.9660,Normal value (A)
1998-04-06,103.1727,Normal value (A)
1998-04-05,-,Missing value; data cannot exist (M)
1998-04-04,-,Missing value; data cannot exist (M)
1998-04-03,103.4647,Normal value (A)
1998-04-02,103.0683,Normal value (A)
1998-04-01,102.8139,Normal value (A)
1998-03-31,102.6786,Normal value (A)
1998-03-30,102.2124,Normal value (A)
1998-03-29,-,Missing value; data cannot exist (M)
1998-03-28,-,Missing value; data cannot exist (M)
1998-03-27,101.5616,Normal value (A)
1998-03-26,101.7202,Normal value (A)
1998-03-25,101.9576,Normal value (A)
1998-03-24,102.0200,Normal value (A)
1998-03-23,101.9974,Normal value (A)
1998-03-22,-,Missing value; data cannot exist (M)
1998-03-21,-,Missing value; data cannot exist (M)
1998-03-20,102.3417,Normal value (A)
1998-03-19,102.2742,Normal value (A)
1998-03-18,102.2637,Normal value (A)
1998-03-17,102.1054,Normal value (A)
1998-03-16,102.0067,Normal value (A)
1998-03-15,-,Missing value; data cannot exist (M)
1998-03-14,-,Missing value; data cannot exist (M)
1998-03-13,102.0319,Normal value (A)
1998-03-12,102.4924,Normal value (A)
1998-03-11,102.7616,Normal value (A)
1998-03-10,102.5078,Normal value (A)
1998-03-09,102.6010,Normal value (A)
1998-03-08,-,Missing value; data cannot exist (M)
1998-03-07,-,Missing value; data cannot exist (M)
1998-03-06,102.7349,Normal value (A)
1998-03-05,102.1883,Normal value (A)
1998-03-04,102.0260,Normal value (A)
1998-03-03,101.9329,Normal value (A)
1998-03-02,101.6497,Normal value (A)
1998-03-01,-,Missing value; data cannot exist (M)
1998-02-28,-,Missing value; data cannot exist (M)
1998-02-27,102.1704,Normal value (A)
1998-02-26,102.5781,Normal value (A)
1998-02-25,102.2606,Normal value (A)
1998-02-24,102.2859,Normal value (A)
1998-02-23,102.9354,Normal value (A)
1998-02-22,-,Missing value; data cannot exist (M)
1998-02-21,-,Missing value; data cannot exist (M)
1998-02-20,102.5440,Normal value (A)
1998-02-19,102.5264,Normal value (A)
1998-02-18,102.9102,Normal value (A)
1998-02-17,102.7725,Normal value (A)
1998-02-16,102.5972,Normal value (A)
1998-02-15,-,Missing value; data cannot exist (M)
1998-02-14,-,Missing value; data cannot exist (M)
1998-02-13,102.5471,Normal value (A)
1998-02-12,102.0162,Normal value (A)
1998-02-11,102.2270,Normal value (A)
1998-02-10,101.8041,Normal value (A)
1998-02-09,102.0032,Normal value (A)
1998-02-08,-,Missing value; data cannot exist (M)
1998-02-07,-,Missing value; data cannot exist (M)
1998-02-06,101.4349,Normal value (A)
1998-02-05,101.6242,Normal value (A)
1998-02-04,102.2543,Normal value (A)
1998-02-03,102.7505,Normal value (A)
1998-02-02,102.9339,Normal value (A)
1998-02-01,-,Missing value; data cannot exist (M)
1998-01-31,-,Missing value; data cannot exist (M)
1998-01-30,102.8838,Normal value (A)
1998-01-29,102.7169,Normal value (A)
1998-01-28,102.7824,Normal value (A)
1998-01-27,102.2845,Normal value (A)
1998-01-26,102.1271,Normal value (A)
1998-01-25,-,Missing value; data cannot exist (M)
1998-01-24,-,Missing value; data cannot exist (M)
1998-01-23,102.8851,Normal value (A)
1998-01-22,103.0069,Normal value (A)
1998-01-21,103.4863,Normal value (A)
1998-01-20,103.5474,Normal value (A)
1998-01-19,103.4408,Normal value (A)
1998-01-18,-,Missing value; data cannot exist (M)
1998-01-17,-,Missing value; data cannot exist (M)
1998-01-16,103.1902,Normal value (A)
1998-01-15,103.3645,Normal value (A)
1998-01-14,103.5800,Normal value (A)
1998-01-13,103.8323,Normal value (A)
1998-01-12,103.9391,Normal value (A)
1998-01-11,-,Missing value; data cannot exist (M)
1998-01-10,-,Missing value; data cannot exist (M)
1998-01-09,103.9507,Normal value (A)
1998-01-08,104.3499,Normal value (A)
1998-01-07,104.0834,Normal value (A)
1998-01-06,104.1264,Normal value (A)
1998-01-05,103.7287,Normal value (A)
1998-01-04,-,Missing value; data cannot exist (M)
1998-01-03,-,Missing value; data cannot exist (M)
1998-01-02,103.0639,Normal value (A)
1998-01-01,-,Missing value; data cannot exist (M)
1997-12-31,102.6013,Normal value (A)
1997-12-30,102.5141,Normal value (A)
1997-12-29,101.6088,Normal value (A)
1997-12-28,-,Missing value; data cannot exist (M)
1997-12-27,-,Missing value; data cannot exist (M)
1997-12-26,-,Missing value; data cannot exist (M)
1997-12-25,-,Missing value; data cannot exist (M)
1997-12-24,102.6136,Normal value (A)
1997-12-23,103.0283,Normal value (A)
1997-12-22,102.5501,Normal value (A)
1997-12-21,-,Missing value; data cannot exist (M)
1997-12-20,-,Missing value; data cannot exist (M)
1997-12-19,101.6542,Normal value (A)
1997-12-18,101.2457,Normal value (A)
